Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,MaritalStatus,Over18,StandardHours,EmployeeCount
53,No,Travel_Rarely,363,Research & Development,23,3,Marketing,2111,3,Female,2,4,Manufacturing Director,3,8310.0,4,No,24,3,4,0,35,3,3,17,3,7,2,Married,Y,80,1
45,No,Travel_Frequently,532,Research & Development,26,2,Other,2112,1,Female,3,1,Sales Representative,1,3580.0,9,No,18,3,2,3,27,4,4,14,12,1,8,Single,Y,80,1
22,No,Travel_Rarely,439,Research & Development,26,2,Human Resources,2113,4,Male,2,5,Sales Executive,1,3380.0,1,No,23,4,2,1,33,4,4,4,13,11,15,Single,Y,80,1
24,No,Travel_Frequently,462,Research & Development,4,1,Life Sciences,2114,1,Male,4,1,Laboratory Technician,3,2010.0,0,No,22,3,3,2,37,2,3,18,14,4,11,Single,Y,80,1
34,No,Travel_Frequently,589,Research & Development,20,2,Other,2115,2,Male,2,1,Sales Representative,2,3080.0,6,No,21,3,1,1,17,3,1,0,4,0,8,Single,Y,80,1
29,No,Non-Travel,1110,Research & Development,2,2,Human Resources,2116,1,Male,1,5,Research Director,4,2670.0,2,No,14,3,4,3,30,5,3,14,0,11,14,Single,Y,80,1
24,Yes,Travel_Frequently,515,Human Resources,8,3,Technical Degree,2117,4,Male,3,1,Human Resources,3,2560.0,4,No,11,3,3,2,6,2,3,9,1,8,16,Married,Y,80,1
36,No,Travel_Frequently,240,Research & Development,13,5,Marketing,2118,3,Female,3,3,Sales Executive,1,3320.0,8,Yes,20,4,3,0,19,6,3,14,12,12,1,Single,Y,80,1
60,No,Travel_Rarely,1201,Research & Development,22,3,Human Resources,2119,3,Male,1,1,Sales Representative,1,4830.0,1,No,18,3,2,3,42,1,2,12,6,1,12,Married,Y,80,1
53,No,Travel_Rarely,1017,Sales,18,1,Other,2120,2,Female,1,4,Laboratory Technician,4,1530.0,7,No,19,3,4,1,35,2,4,14,6,9,15,Divorced,Y,80,1
35,No,Travel_Rarely,1023,Research & Development,22,2,Other,2121,2,Female,2,1,Manufacturing Director,3,1640.0,4,Yes,18,4,1,1,24,2,2,13,7,14,8,Married,Y,80,1
40,No,Travel_Rarely,761,Human Resources,6,4,Human Resources,2122,3,Female,1,5,Research Director,2,2830.0,6,No,18,3,4,0,22,4,1,9,6,15,13,Married,Y,80,1
29,No,Travel_Rarely,1141,Human Resources,15,5,Life Sciences,2123,2,Female,2,3,Sales Representative,2,2690.0,6,No,24,3,3,3,35,4,2,0,7,3,16,Married,Y,80,1
33,No,Travel_Rarely,253,Research & Development,24,3,Other,2124,3,Female,4,5,Research Director,4,2180.0,3,No,23,3,1,0,15,0,1,12,11,15,11,Single,Y,80,1
19,No,Travel_Rarely,1492,Research & Development,27,1,Human Resources,2125,4,Male,4,2,Manufacturing Director,2,2680.0,6,Yes,17,3,4,2,11,0,1,16,5,1,12,Divorced,Y,80,1
57,No,Travel_Rarely,551,Research & Development,25,5,Technical Degree,2126,2,Male,1,5,Sales Representative,2,1320.0,5,No,23,3,4,2,39,1,1,15,1,1,15,Married,Y,80,1
40,No,Travel_Frequently,308,Research & Development,8,1,Marketing,2127,1,Male,3,1,Manufacturing Director,3,1620.0,8,No,25,3,4,2,22,6,2,16,11,0,15,Single,Y,80,1
51,No,Travel_Rarely,555,Research & Development,13,4,Technical Degree,2128,4,Female,1,2,Sales Executive,1,2930.0,9,No,22,3,1,0,38,2,1,10,5,2,12,Married,Y,80,1
18,No,Non-Travel,1242,Research & Development,5,5,Life Sciences,2129,3,Male,1,5,Manufacturing Director,3,3960.0,3,No,11,3,1,0,4,4,1,15,5,0,5,Married,Y,80,1
26,No,Travel_Rarely,373,Research & Development,13,1,Technical Degree,2130,2,Female,1,3,Sales Executive,4,4300.0,5,Yes,22,3,1,3,16,6,1,11,15,12,11,Single,Y,80,1
29,No,Travel_Rarely,891,Research & Development,9,3,Marketing,2131,4,Male,1,2,Manager,3,3480.0,3,Yes,12,3,1,1,20,2,4,13,4,11,10,Married,Y,80,1
48,No,Travel_Rarely,1393,Research & Development,4,5,Life Sciences,2132,1,Male,3,4,Research Scientist,3,3380.0,8,No,11,3,2,2,30,0,4,15,3,11,11,Single,Y,80,1
27,No,Travel_Rarely,693,Human Resources,29,4,Marketing,2133,1,Male,1,2,Research Director,1,4460.0,9,No,19,3,1,3,16,5,3,15,6,9,1,Married,Y,80,1
47,No,Travel_Rarely,845,Sales,22,3,Human Resources,2134,3,Female,4,2,Sales Representative,3,1210.0,0,No,23,3,3,3,29,2,3,10,1,7,15,Married,Y,80,1
46,No,Travel_Frequently,1193,Research & Development,19,2,Human Resources,2135,4,Female,3,1,Manager,1,3310.0,1,No,12,3,3,1,28,5,2,1,14,2,14,Divorced,Y,80,1
26,Yes,Travel_Rarely,718,Research & Development,10,2,Life Sciences,2136,1,Male,2,5,Research Director,1,2100.0,7,Yes,12,3,4,0,24,2,4,2,9,2,5,Divorced,Y,80,1
31,No,Travel_Rarely,1285,Research & Development,29,5,Marketing,2137,1,Male,3,2,Manufacturing Director,1,2870.0,4,No,23,3,1,1,35,6,2,4,12,1,9,Single,Y,80,1
54,Yes,Travel_Frequently,993,Research & Development,9,1,Other,2138,1,Male,1,2,Sales Representative,3,2480.0,5,Yes,24,3,1,2,36,4,3,15,1,0,15,Married,Y,80,1
38,No,Travel_Rarely,764,Research & Development,9,2,Life Sciences,2139,4,Female,2,2,Laboratory Technician,3,1830.0,5,No,19,4,1,2,23,2,4,16,2,12,13,Single,Y,80,1
54,No,Travel_Rarely,324,Research & Development,15,2,Other,2140,4,Male,1,5,Research Director,2,4850.0,0,Yes,20,3,3,2,36,4,3,15,7,15,5,Married,Y,80,1
25,Yes,Travel_Rarely,912,Research & Development,6,3,Marketing,2141,3,Female,3,3,Healthcare Representative,3,3370.0,6,Yes,13,3,2,3,18,0,2,9,2,1,1,Married,Y,80,1
28,No,Travel_Rarely,100,Research & Development,27,2,Human Resources,2142,3,Male,3,5,Manager,2,3100.0,1,Yes,12,3,4,1,30,5,3,11,2,10,10,Divorced,Y,80,1
25,Yes,Travel_Frequently,157,Sales,7,1,Life Sciences,2143,4,Male,1,3,Manager,2,4510.0,6,No,15,3,2,0,34,3,1,2,5,10,2,Single,Y,80,1
50,No,Travel_Frequently,1340,Research & Development,13,3,Other,2144,4,Male,1,2,Sales Executive,4,4550.0,9,Yes,25,3,4,2,36,5,2,18,2,1,11,Married,Y,80,1
55,Yes,Travel_Rarely,1299,Research & Development,24,4,Technical Degree,2145,2,Female,2,5,Healthcare Representative,2,2560.0,4,Yes,18,3,1,0,37,0,1,1,0,12,0,Married,Y,80,1
56,No,Travel_Frequently,574,Research & Development,4,2,Human Resources,2146,4,Female,3,5,Research Director,1,3130.0,3,No,12,3,2,2,38,2,1,1,3,13,7,Married,Y,80,1
26,No,Travel_Frequently,1160,Sales,1,1,Technical Degree,2147,1,Male,2,5,Sales Representative,4,10140.0,8,No,20,3,3,3,8,6,4,19,15,10,0,Divorced,Y,80,1
21,Yes,Travel_Rarely,291,Research & Development,9,1,Medical,2148,3,Male,3,2,Research Director,1,2120.0,8,No,15,3,1,3,23,6,1,8,9,14,9,Single,Y,80,1
55,No,Travel_Rarely,841,Research & Development,3,5,Life Sciences,2149,1,Female,1,2,Sales Executive,2,3070.0,5,No,25,3,4,2,37,0,1,8,2,2,8,Divorced,Y,80,1
32,No,Travel_Rarely,503,Human Resources,21,4,Other,2150,4,Male,4,3,Laboratory Technician,4,1870.0,0,No,25,3,3,3,23,3,1,2,15,6,8,Married,Y,80,1
38,Yes,Travel_Rarely,998,Research & Development,3,4,Marketing,2151,3,Female,2,3,Research Scientist,2,2550.0,0,No,15,3,1,0,20,2,3,3,7,1,6,Married,Y,80,1
56,No,Travel_Rarely,1453,Sales,4,1,Human Resources,2152,3,Female,1,5,Human Resources,1,2810.0,9,No,24,3,4,3,38,2,4,12,6,0,9,Married,Y,80,1
28,No,Travel_Frequently,283,Human Resources,9,4,Human Resources,2153,2,Female,4,4,Manager,2,4810.0,1,No,21,4,1,1,15,2,3,9,10,1,7,Divorced,Y,80,1
36,No,Travel_Rarely,1157,Sales,10,5,Human Resources,2154,2,Male,1,1,Research Scientist,3,2430.0,1,Yes,11,3,1,2,18,5,1,16,6,1,17,Married,Y,80,1
57,No,Travel_Rarely,122,Research & Development,18,5,Life Sciences,2155,1,Female,4,2,Manufacturing Director,2,3810.0,9,No,13,3,3,1,39,6,2,1,5,0,9,Married,Y,80,1
27,No,Travel_Frequently,782,Sales,18,4,Technical Degree,2156,4,Female,2,1,Sales Representative,2,3460.0,7,No,13,3,4,1,9,5,4,18,7,6,16,Divorced,Y,80,1
19,No,Travel_Rarely,1411,Sales,3,5,Marketing,2157,4,Male,4,1,Manager,4,3680.0,2,No,19,3,2,2,27,5,3,0,6,11,6,Married,Y,80,1
23,No,Travel_Rarely,157,Sales,20,4,Marketing,2158,2,Male,1,1,Manufacturing Director,4,4520.0,0,No,11,3,3,2,22,4,1,3,4,0,13,Married,Y,80,1
42,No,Travel_Rarely,576,Sales,2,4,Marketing,2159,2,Male,3,3,Manager,4,2600.0,5,No,23,3,3,3,24,2,2,18,12,14,2,Single,Y,80,1
25,No,Travel_Rarely,471,Research & Development,25,3,Medical,2160,3,Male,4,2,Healthcare Representative,4,1500.0,7,No,18,4,4,3,28,2,3,4,1,14,15,Single,Y,80,1
30,No,Travel_Rarely,522,Research & Development,5,1,Marketing,2161,4,Male,3,4,Sales Executive,2,3410.0,5,No,14,3,2,1,12,6,2,13,0,5,0,Married,Y,80,1
45,No,Travel_Rarely,540,Sales,19,2,Other,2162,4,Female,2,4,Healthcare Representative,1,4050.0,3,No,20,3,2,1,27,2,3,14,11,8,7,Married,Y,80,1
56,No,Travel_Rarely,628,Research & Development,4,5,Other,2163,3,Male,2,4,Sales Representative,4,8620.0,8,Yes,21,3,2,1,38,2,3,20,0,13,0,Divorced,Y,80,1
28,No,Travel_Rarely,613,Sales,28,1,Life Sciences,2164,2,Female,4,5,Laboratory Technician,4,1830.0,9,No,17,4,2,3,31,2,4,13,6,4,6,Single,Y,80,1
40,No,Travel_Rarely,604,Sales,18,5,Medical,2165,3,Male,3,2,Human Resources,4,4360.0,7,No,15,3,4,1,22,6,4,0,4,11,10,Married,Y,80,1
25,No,Travel_Rarely,245,Research & Development,26,2,Technical Degree,2166,2,Male,4,3,Sales Representative,1,5520.0,0,No,20,3,4,0,15,2,3,2,1,8,7,Single,Y,80,1
60,Yes,Travel_Frequently,170,Sales,17,4,Human Resources,2167,1,Female,3,3,Manager,2,1350.0,5,No,17,3,2,2,42,6,2,14,7,7,4,Single,Y,80,1
22,No,Travel_Rarely,1279,Research & Development,28,1,Technical Degree,2168,2,Female,3,5,Manufacturing Director,2,4730.0,7,No,14,3,2,3,13,2,2,3,13,1,13,Single,Y,80,1
57,No,Travel_Rarely,197,Sales,21,2,Medical,2169,4,Male,1,3,Sales Executive,2,2650.0,3,No,14,3,2,0,39,5,4,12,5,4,12,Single,Y,80,1
49,No,Travel_Rarely,118,Human Resources,12,5,Medical,2170,2,Female,1,2,Sales Executive,1,1570.0,8,No,22,3,4,2,31,5,1,19,10,4,16,Divorced,Y,80,1
57,Yes,Travel_Rarely,127,Research & Development,22,2,Human Resources,2171,1,Female,2,5,Research Director,2,2530.0,8,Yes,25,3,1,0,39,1,4,16,0,3,5,Divorced,Y,80,1
35,No,Travel_Frequently,859,Research & Development,27,5,Technical Degree,2172,1,Female,3,4,Human Resources,2,5130.0,1,Yes,19,3,1,3,20,1,4,15,6,15,12,Married,Y,80,1
26,No,Travel_Frequently,389,Research & Development,11,5,Medical,2173,1,Female,1,1,Sales Executive,4,7460.0,8,No,23,3,4,3,40,0,4,19,6,12,6,Single,Y,80,1
22,No,Travel_Rarely,616,Research & Development,28,1,Technical Degree,2174,1,Male,4,4,Sales Representative,4,4670.0,2,No,12,3,1,2,8,0,2,8,1,0,11,Divorced,Y,80,1
34,No,Travel_Rarely,1352,Sales,18,2,Life Sciences,2175,4,Male,2,1,Research Scientist,1,4080.0,6,No,11,3,3,3,33,6,2,16,15,7,13,Single,Y,80,1
24,No,Travel_Rarely,1281,Research & Development,10,1,Technical Degree,2176,3,Female,2,2,Healthcare Representative,3,2670.0,9,No,18,3,3,3,6,2,4,6,6,4,2,Single,Y,80,1
52,No,Travel_Rarely,251,Research & Development,2,2,Life Sciences,2177,3,Female,3,2,Manager,2,3880.0,6,No,16,3,3,2,34,2,1,7,6,13,5,Divorced,Y,80,1
40,Yes,Travel_Rarely,1480,Research & Development,6,5,Other,2178,3,Male,1,2,Human Resources,4,1480.0,1,Yes,24,3,3,1,22,2,3,7,14,12,12,Single,Y,80,1
27,No,Travel_Rarely,1078,Sales,10,4,Medical,2179,4,Male,1,3,Human Resources,2,5280.0,6,Yes,24,3,3,0,13,0,2,4,15,4,3,Married,Y,80,1
34,No,Travel_Frequently,374,Research & Development,10,3,Technical Degree,2180,3,Female,4,2,Sales Executive,3,3950.0,3,No,25,3,1,3,28,4,1,10,13,1,13,Divorced,Y,80,1
38,No,Travel_Frequently,631,Research & Development,6,4,Technical Degree,2181,2,Female,4,5,Healthcare Representative,3,3920.0,7,No,21,3,1,3,20,6,3,19,15,13,8,Married,Y,80,1
27,No,Travel_Rarely,1174,Research & Development,17,1,Medical,2182,4,Male,1,3,Sales Representative,2,6060.0,7,No,24,4,4,0,11,0,4,1,5,5,13,Married,Y,80,1
32,Yes,Travel_Rarely,852,Sales,7,2,Life Sciences,2183,4,Male,1,3,Healthcare Representative,2,2870.0,8,Yes,16,3,2,3,14,2,1,19,5,11,4,Single,Y,80,1
23,Yes,Travel_Rarely,860,Research & Development,13,1,Life Sciences,2184,3,Male,1,3,Manufacturing Director,2,6070.0,6,Yes,17,3,1,0,5,3,3,6,9,8,1,Divorced,Y,80,1
27,No,Travel_Rarely,447,Research & Development,12,4,Marketing,2185,3,Female,3,3,Sales Representative,1,1930.0,1,No,13,4,4,0,9,1,3,6,6,13,17,Single,Y,80,1
42,No,Travel_Rarely,864,Human Resources,27,3,Technical Degree,2186,2,Male,4,4,Manufacturing Director,4,2120.0,6,No,14,3,3,3,37,3,4,17,5,12,16,Married,Y,80,1
43,No,Travel_Rarely,867,Research & Development,3,3,Medical,2187,2,Male,3,2,Manufacturing Director,4,2520.0,3,No,11,3,4,3,25,0,4,7,2,10,7,Married,Y,80,1
37,No,Non-Travel,315,Sales,14,4,Medical,2188,2,Male,1,4,Research Director,3,3910.0,7,Yes,19,4,4,1,20,5,2,15,0,0,5,Married,Y,80,1
55,No,Travel_Rarely,1331,Sales,5,4,Medical,2189,1,Male,2,5,Laboratory Technician,3,2940.0,7,No,21,4,3,2,37,6,1,10,2,13,15,Divorced,Y,80,1
25,No,Travel_Rarely,1231,Research & Development,8,2,Technical Degree,2190,3,Female,3,5,Research Director,3,3190.0,0,No,14,3,3,1,39,4,3,7,12,1,3,Married,Y,80,1
55,No,Travel_Rarely,372,Sales,22,2,Other,2191,2,Female,1,4,Human Resources,4,2050.0,7,No,16,3,4,3,37,3,1,2,5,13,14,Divorced,Y,80,1
34,No,Travel_Frequently,1121,Sales,24,2,Human Resources,2192,4,Male,4,5,Healthcare Representative,3,1620.0,9,No,17,3,3,3,21,5,3,10,15,13,14,Divorced,Y,80,1
36,No,Travel_Rarely,1254,Human Resources,28,1,Medical,2193,1,Female,1,4,Sales Executive,2,2640.0,3,No,22,3,4,0,23,3,4,5,1,14,15,Divorced,Y,80,1
51,No,Travel_Rarely,369,Research & Development,17,1,Medical,2194,3,Male,4,3,Manufacturing Director,2,1880.0,1,No,12,3,1,0,35,1,2,16,2,3,5,Divorced,Y,80,1
45,No,Travel_Rarely,1102,Research & Development,11,4,Human Resources,2195,4,Male,4,3,Manager,3,4760.0,9,No,15,3,4,3,38,0,1,20,2,6,17,Single,Y,80,1
49,No,Travel_Rarely,1254,Sales,24,1,Medical,2196,2,Male,1,1,Sales Executive,2,2250.0,7,No,15,3,1,3,31,6,2,0,14,1,15,Married,Y,80,1
40,Yes,Travel_Rarely,975,Research & Development,3,4,Technical Degree,2197,1,Male,1,3,Healthcare Representative,1,5730.0,3,Yes,12,3,1,0,35,4,3,16,6,9,15,Married,Y,80,1
38,No,Travel_Rarely,362,Research & Development,24,5,Other,2198,1,Male,4,4,Research Director,2,2870.0,9,Yes,21,3,2,0,20,0,1,7,6,15,7,Divorced,Y,80,1
28,No,Non-Travel,202,Research & Development,9,3,Other,2199,3,Male,2,5,Manager,4,2330.0,5,No,24,3,4,3,28,0,2,4,0,13,6,Married,Y,80,1
29,No,Travel_Frequently,892,Research & Development,15,1,Human Resources,2200,3,Female,4,4,Manufacturing Director,4,2040.0,5,No,22,3,1,0,11,4,1,19,14,15,9,Married,Y,80,1
50,No,Travel_Rarely,988,Sales,29,1,Marketing,2201,3,Female,4,3,Human Resources,2,3470.0,9,No,21,3,4,1,37,1,4,18,10,3,16,Single,Y,80,1
20,No,Travel_Rarely,1237,Sales,19,4,Human Resources,2202,1,Male,3,1,Manufacturing Director,3,3530.0,7,No,25,3,4,1,16,6,3,5,10,7,8,Married,Y,80,1
43,No,Travel_Rarely,815,Research & Development,20,5,Other,2203,2,Male,4,4,Laboratory Technician,4,5080.0,4,No,18,3,3,3,35,2,3,13,11,14,13,Single,Y,80,1
40,No,Travel_Frequently,986,Research & Development,20,5,Life Sciences,2204,2,Female,3,4,Laboratory Technician,2,2890.0,6,No,13,3,4,2,22,3,4,1,4,7,3,Married,Y,80,1
37,No,Travel_Rarely,938,Sales,27,4,Marketing,2205,1,Male,2,3,Research Director,3,3710.0,5,Yes,18,3,2,2,19,5,4,6,5,6,8,Divorced,Y,80,1
55,No,Non-Travel,703,Research & Development,2,5,Medical,2206,3,Male,3,2,Sales Representative,3,4500.0,5,No,16,3,3,2,37,0,3,13,4,0,1,Single,Y,80,1
22,No,Non-Travel,1285,Sales,25,5,Medical,2207,3,Male,4,3,Healthcare Representative,2,2450.0,0,No,11,3,3,1,35,4,4,10,7,1,15,Divorced,Y,80,1
19,No,Travel_Rarely,276,Sales,12,1,Other,2208,4,Female,3,3,Laboratory Technician,3,1750.0,4,No,14,3,1,3,25,5,2,0,10,12,6,Divorced,Y,80,1
55,No,Travel_Rarely,470,Research & Development,9,5,Technical Degree,2209,3,Male,3,1,Sales Representative,3,5600.0,4,No,22,3,2,3,37,2,1,6,4,9,6,Divorced,Y,80,1
41,Yes,Travel_Rarely,1406,Research & Development,29,1,Medical,2210,4,Female,2,5,Manufacturing Director,4,2620.0,1,Yes,18,3,2,0,30,5,4,0,13,0,3,Single,Y,80,1
56,No,Travel_Rarely,1311,Research & Development,27,1,Life Sciences,2211,4,Female,1,2,Laboratory Technician,3,3680.0,8,No,16,3,4,1,38,5,1,14,5,2,17,Single,Y,80,1
52,No,Travel_Rarely,390,Research & Development,27,2,Marketing,2212,1,Female,1,2,Healthcare Representative,1,1340.0,7,No,22,3,1,0,34,5,3,8,3,2,8,Married,Y,80,1
44,No,Travel_Rarely,680,Human Resources,10,3,Technical Degree,2213,4,Male,2,5,Research Director,4,1820.0,3,No,19,3,2,3,26,0,1,13,2,6,17,Single,Y,80,1
45,No,Travel_Frequently,1387,Research & Development,23,1,Other,2214,2,Female,3,5,Manager,4,2930.0,1,No,21,3,4,1,27,3,3,20,7,11,12,Married,Y,80,1
36,No,Travel_Rarely,1393,Research & Development,14,1,Life Sciences,2215,1,Male,3,3,Human Resources,3,4740.0,4,No,12,3,1,0,18,3,4,6,0,3,11,Divorced,Y,80,1
57,No,Travel_Rarely,1105,Sales,27,4,Marketing,2216,1,Male,1,5,Manager,2,4030.0,9,Yes,19,4,1,3,39,0,4,20,13,13,14,Single,Y,80,1
20,No,Travel_Rarely,1414,Research & Development,23,3,Technical Degree,2217,3,Male,2,2,Laboratory Technician,1,5210.0,6,No,18,4,3,3,33,0,2,18,9,9,6,Single,Y,80,1
31,No,Travel_Rarely,210,Research & Development,26,2,Human Resources,2218,2,Male,1,1,Laboratory Technician,1,1490.0,8,No,21,3,4,1,23,2,4,2,5,10,6,Married,Y,80,1
48,Yes,Travel_Frequently,569,Research & Development,24,5,Medical,2219,4,Male,1,4,Research Scientist,4,4780.0,6,Yes,15,3,3,2,30,3,2,1,11,15,7,Divorced,Y,80,1
53,No,Travel_Rarely,291,Research & Development,19,1,Medical,2220,1,Male,2,5,Sales Executive,1,1680.0,6,No,16,4,3,1,37,4,4,5,5,6,6,Single,Y,80,1
23,No,Travel_Rarely,1063,Research & Development,18,3,Life Sciences,2221,2,Female,2,5,Research Director,4,2210.0,5,No,25,3,3,3,5,0,3,8,7,11,15,Divorced,Y,80,1
54,No,Travel_Frequently,1007,Sales,29,3,Medical,2222,3,Male,1,2,Research Scientist,3,1690.0,8,No,19,3,1,1,36,4,2,16,4,14,17,Married,Y,80,1
39,No,Travel_Rarely,317,Research & Development,14,3,Technical Degree,2223,2,Male,4,3,Manufacturing Director,4,3500.0,2,No,12,3,4,0,21,2,4,7,9,2,7,Married,Y,80,1
42,No,Travel_Rarely,1308,Research & Development,4,1,Marketing,2224,3,Female,1,1,Laboratory Technician,3,3810.0,6,Yes,23,3,3,1,38,0,3,15,13,0,15,Single,Y,80,1
46,No,Travel_Rarely,517,Human Resources,1,5,Marketing,2225,4,Male,4,2,Manufacturing Director,4,2760.0,9,No,19,3,3,2,38,1,4,1,4,5,4,Married,Y,80,1
42,Yes,Travel_Frequently,518,Research & Development,7,3,Marketing,2226,1,Female,3,1,Manufacturing Director,4,2550.0,1,Yes,15,4,3,2,24,5,2,5,1,14,2,Single,Y,80,1
19,No,Travel_Frequently,256,Research & Development,8,3,Other,2227,1,Male,4,5,Healthcare Representative,1,1960.0,8,No,13,3,1,2,8,1,1,9,13,7,15,Married,Y,80,1
52,No,Travel_Rarely,197,Research & Development,29,3,Marketing,2228,3,Female,2,4,Sales Executive,4,3410.0,4,No,16,3,2,2,34,4,2,10,9,7,11,Married,Y,80,1
36,Yes,Travel_Rarely,638,Research & Development,22,4,Marketing,2229,2,Female,2,1,Human Resources,3,3040.0,8,No,21,3,1,1,36,0,1,7,9,4,17,Married,Y,80,1
22,No,Travel_Rarely,432,Research & Development,13,2,Other,2230,2,Female,1,4,Manager,3,1900.0,5,No,17,3,1,3,19,4,1,20,7,2,15,Married,Y,80,1
50,No,Travel_Rarely,397,Research & Development,28,5,Medical,2231,2,Female,3,2,Healthcare Representative,2,2290.0,7,No,21,3,4,1,36,3,1,16,11,3,6,Single,Y,80,1
44,No,Travel_Frequently,1143,Sales,12,4,Marketing,2232,2,Female,4,1,Research Scientist,4,2440.0,4,No,25,3,3,1,26,2,3,17,5,2,2,Divorced,Y,80,1
35,No,Non-Travel,1231,Research & Development,27,5,Life Sciences,2233,4,Male,4,2,Manufacturing Director,1,8360.0,0,No,17,4,1,3,26,0,2,0,14,3,7,Single,Y,80,1
22,No,Travel_Rarely,614,Research & Development,29,4,Medical,2234,3,Male,4,5,Research Director,1,4440.0,9,No,13,4,3,0,10,5,4,16,2,15,3,Married,Y,80,1
25,No,Non-Travel,475,Research & Development,26,3,Marketing,2235,2,Male,2,5,Manufacturing Director,4,1980.0,4,Yes,13,3,2,1,28,1,3,16,14,7,12,Married,Y,80,1
58,No,Travel_Rarely,500,Research & Development,17,2,Technical Degree,2236,1,Female,3,1,Research Director,3,4150.0,5,No,20,3,2,2,40,4,4,5,6,7,12,Divorced,Y,80,1
36,No,Travel_Frequently,627,Research & Development,7,1,Human Resources,2237,1,Male,2,4,Manager,2,4410.0,4,No,18,3,1,1,18,1,2,2,5,5,15,Single,Y,80,1
28,No,Travel_Rarely,1161,Research & Development,26,5,Marketing,2238,4,Male,2,2,Manufacturing Director,3,3730.0,0,Yes,20,3,4,1,10,4,2,16,0,11,12,Married,Y,80,1
51,No,Travel_Rarely,675,Research & Development,18,5,Other,2239,1,Female,2,2,Manager,1,4520.0,0,No,22,3,2,0,33,1,3,19,12,8,2,Married,Y,80,1
33,Yes,Travel_Rarely,166,Research & Development,19,2,Marketing,2240,2,Female,2,3,Healthcare Representative,2,2300.0,3,No,18,3,2,2,39,2,2,18,1,5,8,Divorced,Y,80,1
35,No,Travel_Frequently,391,Sales,11,4,Medical,2241,2,Male,4,2,Human Resources,3,6920.0,6,No,11,3,1,1,24,5,4,12,4,14,10,Divorced,Y,80,1
51,No,Travel_Rarely,107,Research & Development,21,5,Medical,2242,1,Male,4,1,Healthcare Representative,3,6590.0,8,Yes,12,3,1,3,33,0,1,13,7,7,3,Single,Y,80,1
29,Yes,Travel_Rarely,1418,Sales,6,2,Human Resources,2243,4,Female,3,3,Sales Representative,1,4210.0,3,No,23,3,4,2,24,3,4,8,13,11,15,Married,Y,80,1
29,No,Travel_Rarely,1344,Research & Development,10,3,Life Sciences,2244,2,Male,3,2,Sales Executive,3,7210.0,4,No,12,3,3,0,18,5,1,10,7,3,12,Married,Y,80,1
43,Yes,Non-Travel,806,Research & Development,26,1,Life Sciences,2245,3,Female,3,2,Manufacturing Director,2,3280.0,4,Yes,23,3,2,3,25,2,2,5,2,8,10,Married,Y,80,1
46,No,Travel_Frequently,132,Research & Development,27,2,Life Sciences,2246,4,Male,3,1,Manufacturing Director,2,2740.0,9,No,13,3,3,2,28,5,4,10,14,12,9,Divorced,Y,80,1
26,No,Travel_Rarely,697,Research & Development,22,1,Marketing,2247,4,Male,4,2,Research Scientist,1,4630.0,4,No,18,3,4,1,8,3,2,3,13,13,14,Single,Y,80,1
47,No,Travel_Frequently,1299,Research & Development,13,2,Other,2248,2,Male,1,1,Research Director,4,5790.0,3,No,19,3,4,0,29,4,1,20,1,8,10,Single,Y,80,1
54,Yes,Travel_Rarely,516,Sales,23,5,Medical,2249,2,Male,3,3,Human Resources,1,2590.0,6,Yes,18,4,2,3,36,2,3,17,4,10,5,Married,Y,80,1
28,No,Travel_Rarely,371,Research & Development,6,2,Marketing,2250,2,Female,1,2,Sales Executive,1,2360.0,0,No,25,3,3,1,32,3,2,17,14,9,0,Married,Y,80,1
28,No,Travel_Rarely,1288,Research & Development,13,1,Medical,2251,1,Female,1,3,Human Resources,3,2690.0,3,Yes,25,3,3,2,12,3,2,12,14,5,13,Married,Y,80,1
49,No,Non-Travel,320,Research & Development,24,2,Human Resources,2252,3,Male,1,5,Manager,1,3380.0,4,No,25,3,1,2,31,5,3,5,1,4,5,Married,Y,80,1
37,No,Travel_Rarely,563,Research & Development,9,3,Life Sciences,2253,3,Male,3,2,Sales Executive,3,1020.0,6,No,25,3,1,0,19,1,4,20,2,8,13,Married,Y,80,1
59,No,Non-Travel,1225,Sales,14,4,Life Sciences,2254,4,Male,2,3,Manager,3,4550.0,2,No,19,3,1,0,41,4,2,1,0,10,5,Single,Y,80,1
53,No,Non-Travel,1237,Sales,12,4,Medical,2255,1,Male,4,4,Research Director,2,1740.0,1,No,13,3,3,2,35,5,4,20,7,1,17,Married,Y,80,1
56,Yes,Travel_Rarely,420,Research & Development,23,5,Other,2256,1,Female,1,4,Research Scientist,4,1290.0,3,Yes,22,3,1,3,38,5,1,11,13,11,11,Single,Y,80,1
60,Yes,Non-Travel,399,Research & Development,27,3,Technical Degree,2257,3,Male,3,1,Manufacturing Director,1,3490.0,6,Yes,22,3,4,3,42,4,3,7,8,12,6,Divorced,Y,80,1
